	xref_x	go_term_x	path_x	xref_y	go_term_y	path_y	p1	p2	Brain_x	Cerebellum_x	Heart_x	Kidney_x	Liver_x	Brain_y	Cerebellum_y	Heart_y	Kidney_y	Liver_y	type	sc_sim	yc_sim	p_corr	r_sim
0	P19086	GO:0003924,GO:0005515	GO:0003674,GO:0003824,GO:0003924,GO:0005488,GO:0005515,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017111	O70443	GO:0003924	GO:0003674,GO:0003824,GO:0003924,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017111	ENSG00000128266	ENSMUSG00000040009	35.19928143712578	61.84760479041916	2.1539670658682604	1.4210329341317358	0.1577844311377245	43.18316221765915	19.232340862422976	0.3006160164271049	1.5014373716632452	0.06242299794661195	ortholog	0.6666666666666666	0.91125017515349	0.9979040013012564	0.8722115771296101
1	Q15170	GO:0005515	GO:0003674,GO:0005488,GO:0005515	Q921P9	GO:0005515	GO:0003674,GO:0005488,GO:0005515	ENSG00000172465	ENSMUSG00000049536	17.956855151045712	23.123934934159603	6.6434934159566215	6.389426800929513	4.20178156467854	9.290403139493383	9.096682126293238	2.8408847663218	1.8413307170888304	0.22966464502318956	ortholog	1.0	1.0	0.9864691180729869	0.8225112170350573
2	P0C027	GO:0008486	GO:0003674,GO:0003824,GO:0008486,GO:0016462,GO:0016787,GO:0016817,GO:0016818	Q8NFP7	GO:0005515	GO:0003674,GO:0005488,GO:0005515	ENSMUSG00000073295	ENSG00000122824	11.277997364953894	4.488142292490117	0.7190382081686433	0.6752305665349143	0.018774703557312228	5.4567185978578365	3.2027750730282403	0.10163096397273584	0.8359298928919181	0.142891918208374	ortholog	0.0	0.047598001830044034	0.9756376679800299	0.724712504138616
3	A2RTX5	GO:0005515	GO:0003674,GO:0005488,GO:0005515	Q8BLY2	GO:0004829	GO:0003674,GO:0003824,GO:0004812,GO:0004829,GO:0016874,GO:0016875,GO:0140098,GO:0140101	ENSG00000185418	ENSMUSG00000030515	9.969196675900262	8.997091412742396	6.5903739612188375	2.493144044321333	1.66398891966759	16.86552318295741	8.648339598997497	16.636513157894726	5.244125939849625	5.885416666666668	ortholog	0.0	0.03750436144352631	0.5627346241489977	0.8576275397367922
4	Q02053	GO:0004839,GO:0005515	GO:0003674,GO:0003824,GO:0004839,GO:0005488,GO:0005515,GO:0008641,GO:0016874,GO:0016877	P41226	GO:0004842,GO:0005515,GO:0019782	GO:0003674,GO:0003824,GO:0004842,GO:0005488,GO:0005515,GO:0008641,GO:0016740,GO:0016874,GO:0016877,GO:0019782,GO:0019787,GO:0140096	ENSMUSG00000001924	ENSG00000182179	140.35241104868922	124.34398408239684	83.23197565543072	73.92936563670409	64.76070926966294	3.2938466201879333	3.0021218551076103	8.068732949378605	12.2963019096696	15.0601697484086	ortholog	0.4	0.5683777714910683	-0.9578949006276442	0.6919821129432431
5	Q8C310	GO:0005515,GO:0038023	GO:0003674,GO:0005488,GO:0005515,GO:0038023,GO:0060089	Q8WZ75	GO:0005515,GO:0038023	GO:0003674,GO:0005488,GO:0005515,GO:0038023,GO:0060089	ENSMUSG00000032125	ENSG00000154133	3.104955179282868	2.6831424302788847	13.43189741035855	5.810756972111554	4.5900771912350615	2.6561004223369316	3.181370248709525	11.380631159080277	8.771762083528856	3.360980760206475	ortholog	1.0	1.0	0.8828990477957551	0.8854211559606159
6	Q9UNF0	GO:0005215,GO:0005515,GO:0042802,GO:0070300	GO:0003674,GO:0005215,GO:0005488,GO:0005515,GO:0005543,GO:0008289,GO:0042802,GO:0043167,GO:0043168,GO:0070300	Q9WVE8	GO:0005515,GO:0008092,GO:0008289	GO:0003674,GO:0005488,GO:0005515,GO:0008092,GO:0008289	ENSG00000100266	ENSMUSG00000016664	12.191178614823839	52.8775212636695	24.38213851761848	62.45285540704741	18.70376670716885	33.764311270125226	27.478264758497303	92.4769230769232	66.5618962432916	21.845706618962456	ortholog	0.5691297903195605	0.38510504155404046	0.009952172137919546	0.9206276265898495
8	Q5DTU0	GO:0005515	GO:0003674,GO:0005488,GO:0005515	Q8N4X5	GO:0017124,GO:0030296,GO:0042169	GO:0003674,GO:0005488,GO:0005515,GO:0008047,GO:0017124,GO:0019207,GO:0019209,GO:0019887,GO:0019904,GO:0030234,GO:0030295,GO:0030296,GO:0042169,GO:0098772	ENSMUSG00000025083	ENSG00000169129	3.6461197339246154	23.677716186252745	1.4643015521064322	5.290077605321507	0.32998891352549903	7.809183426217578	36.503392294644996	2.1021322994911573	8.196692512721107	0.6756724012599951	ortholog	0.10437175422932796	0.05220744499906815	0.9999687103436083	0.9720767987849346
9	P62841	GO:0003735,GO:0005515,GO:0097371,GO:1990948	GO:0003674,GO:0003735,GO:0004857,GO:0005198,GO:0005488,GO:0005515,GO:0030234,GO:0055105,GO:0055106,GO:0097371,GO:0098772,GO:1990948	P62843	GO:0005515	GO:0003674,GO:0005488,GO:0005515	ENSG00000115268	ENSMUSG00000063457	154.35951035781548	457.67137476459504	253.604990583804	319.24152542372866	330.2212806026365	278.78214285714296	132.47817460317475	188.46428571428572	133.81190476190486	118.40992063492077	ortholog	0.4219153080073122	0.028938094279538973	-0.598483883942854	0.988522813928877
10	Q96LB4	GO:0005515,GO:0051117	GO:0003674,GO:0005488,GO:0005515,GO:0019899,GO:0051117	Q8BMC1	GO:0046961	GO:0003674,GO:0005215,GO:0008324,GO:0009678,GO:0015075,GO:0015077,GO:0015078,GO:0015318,GO:0015399,GO:0019829,GO:0022804,GO:0022853,GO:0022857,GO:0022890,GO:0042625,GO:0042626,GO:0044769,GO:0046961	ENSG00000151418	ENSMUSG00000026394	0.0	0.0	0.0	12.782967032967052	0.0	0.0	0.0	0.0	27.496952835188125	0.0	ortholog	0.0	0.2918756757205876	0.9999999999999997	0.9738319936226862
11	Q06986	GO:0004842,GO:0005515,GO:0061630	GO:0003674,GO:0003824,GO:0004842,GO:0005488,GO:0005515,GO:0016740,GO:0019787,GO:0061630,GO:0061659,GO:0140096	O43255	GO:0003714,GO:0004842,GO:0005515	GO:0003674,GO:0003712,GO:0003714,GO:0003824,GO:0004842,GO:0005488,GO:0005515,GO:0016740,GO:0019787,GO:0098772,GO:0140096,GO:0140110	ENSMUSG00000036432	ENSG00000181788	9.859020310633225	8.174034249303062	4.859219434488253	5.908303464755077	6.7703106332138585	9.037650719564354	20.63341112407625	7.604142357059512	6.955756514974718	26.0540645663166	ortholog	0.3333333333333333	0.8535664074522002	0.7328918398376433	0.8537610972241959
12	Q9UKJ3	GO:0005515	GO:0003674,GO:0005488,GO:0005515	A2A6A1	GO:0005515	GO:0003674,GO:0005488,GO:0005515	ENSG00000186566	ENSMUSG00000034621	9.478690909090934	30.49454545454545	6.1388363636363605	5.572872727272725	2.9525090909090896	26.617961436356	29.35825066368587	8.32049042895066	8.351334357971218	4.523543384099484	ortholog	1.0	1.0	0.9983952981076594	0.9232855398968927
13	Q8VDN2	GO:0005391,GO:0005515,GO:0016791	GO:0003674,GO:0003824,GO:0005215,GO:0005391,GO:0005488,GO:0005515,GO:0008324,GO:0008554,GO:0008556,GO:0015075,GO:0015077,GO:0015079,GO:0015081,GO:0015318,GO:0015399,GO:0015662,GO:0016787,GO:0016788,GO:0016791,GO:0019829,GO:0022804,GO:0022853,GO:0022857,GO:0022890,GO:0042578,GO:0042625,GO:0042626,GO:0046873	P20648	GO:0008900	GO:0003674,GO:0005215,GO:0008324,GO:0008553,GO:0008556,GO:0008900,GO:0009678,GO:0015075,GO:0015077,GO:0015078,GO:0015079,GO:0015318,GO:0015399,GO:0015662,GO:0019829,GO:0022804,GO:0022853,GO:0022857,GO:0022890,GO:0042625,GO:0042626,GO:0046873	ENSMUSG00000033161	ENSG00000105675	389.5455113952195	360.3943162868257	405.0234852695943	1807.4968732629247	171.29856864924955	0.2316750983698708	4.0213603147835855	0.0	0.010539629005059023	0.00604272062956715	ortholog	0.0	0.583936080361638	-0.2862416871970258	0.05193560990857238
14	P22339	GO:0005515	GO:0003674,GO:0005488,GO:0005515	O75293	GO:0005515	GO:0003674,GO:0005488,GO:0005515	ENSMUSG00000015312	ENSG00000099860	12.421855541718548	7.477895392278953	5.0495018679950165	4.784246575342465	1.0784557907845562	10.764416727806282	28.590975788701353	110.23495964783552	90.12692589875269	24.324651504035202	ortholog	1.0	1.0	0.1844851964331238	0.8858608408350828
