	xref_x	go_term_x	path_x	xref_y	go_term_y	path_y	p1	p2	Brain_x	Cerebellum_x	Heart_x	Kidney_x	Liver_x	Brain_y	Cerebellum_y	Heart_y	Kidney_y	Liver_y	type	sc_sim	yc_sim	p_corr	r_sim
0	P01889	GO:0000139,GO:0005783,GO:0005794,GO:0005886,GO:0009986,GO:0012507,GO:0016020,GO:0030667,GO:0030670,GO:0031901,GO:0042612,GO:0055038,GO:0071556	GO:0000139,GO:0005575,GO:0005622,GO:0005737,GO:0005768,GO:0005769,GO:0005783,GO:0005789,GO:0005794,GO:0005798,GO:0005886,GO:0009986,GO:0010008,GO:0012505,GO:0012506,GO:0012507,GO:0016020,GO:0016021,GO:0030133,GO:0030134,GO:0030135,GO:0030139,GO:0030141,GO:0030176,GO:0030658,GO:0030659,GO:0030660,GO:0030662,GO:0030666,GO:0030667,GO:0030670,GO:0031090,GO:0031224,GO:0031227,GO:0031300,GO:0031301,GO:0031410,GO:0031901,GO:0031982,GO:0032991,GO:0042175,GO:0042611,GO:0042612,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0045335,GO:0055037,GO:0055038,GO:0071556,GO:0071944,GO:0097708,GO:0098552,GO:0098553,GO:0098576,GO:0098588,GO:0098796,GO:0098797,GO:0098805,GO:0099503,GO:0110165	P06339	GO:0030670,GO:0071556	GO:0005575,GO:0005622,GO:0005737,GO:0005789,GO:0012505,GO:0012506,GO:0016020,GO:0016021,GO:0030139,GO:0030176,GO:0030659,GO:0030666,GO:0030670,GO:0031090,GO:0031224,GO:0031227,GO:0031300,GO:0031301,GO:0031410,GO:0031982,GO:0042175,GO:0043226,GO:0043227,GO:0043229,GO:0045335,GO:0071556,GO:0097708,GO:0098552,GO:0098553,GO:0098576,GO:0098588,GO:0098805,GO:0110165	ENSG00000234745	ENSMUSG00000067212	44.44295371814869	88.89027561102444	258.8386635465417	361.3229329173165	275.94175767030697	11.468512898330815	8.064681335356598	26.861342943854343	48.37348254931714	143.29950682852797	ortholog	0.5598964713036934	0.41815819281243016	0.43247078219986623	0.7441976751625249
1	Q86Y01	GO:0005654,GO:0005737,GO:0005829,GO:0016604	GO:0005575,GO:0005622,GO:0005634,GO:0005654,GO:0005737,GO:0005829,GO:0016604,GO:0031974,GO:0031981,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0070013,GO:0110165	Q61010	GO:0005829	GO:0005575,GO:0005622,GO:0005737,GO:0005829,GO:0110165	ENSG00000135144	ENSMUSG00000029603	14.075699513381991	32.9023722627737	2.0978558394160576	3.2798813868613146	19.909519464720198	34.15142503097893	39.25285006195785	0.5943618339529121	0.4043370508054521	0.18779429987608448	ortholog	0.5543268003062144	0.2633620749460692	0.8285135773281448	0.32122842598955237
2	Q91V36	GO:0005737	GO:0005575,GO:0005622,GO:0005737,GO:0110165	Q9UHY1	GO:0005654,GO:0012505	GO:0005575,GO:0005622,GO:0005634,GO:0005654,GO:0012505,GO:0031974,GO:0031981,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0070013,GO:0110165	ENSMUSG00000075590	ENSG00000115216	75.21309258670067	67.05520203627107	13.698377346484252	23.915208399618226	16.22542157174675	18.840293255131982	45.933724340175964	16.1476539589443	20.10667155425217	16.034017595307947	ortholog	0.14785506872201226	0.11011542268995245	0.9982773210631314	0.9482486758887659
3	P32456	GO:0005634,GO:0005654,GO:0005737,GO:0005794,GO:0005829,GO:0048471	GO:0005575,GO:0005622,GO:0005634,GO:0005654,GO:0005737,GO:0005794,GO:0005829,GO:0012505,GO:0031974,GO:0031981,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0048471,GO:0070013,GO:0110165	Q9Z0E6	GO:0020005,GO:0031410	GO:0005575,GO:0005576,GO:0005622,GO:0005737,GO:0018995,GO:0020003,GO:0020005,GO:0030430,GO:0031410,GO:0031982,GO:0033643,GO:0033646,GO:0033655,GO:0043226,GO:0043227,GO:0043229,GO:0043230,GO:0043656,GO:0043657,GO:0065010,GO:0097708,GO:0110165	ENSG00000162645	ENSMUSG00000028270	1.1689639639639644	1.21103603603604	9.62398648648648	12.004729729729705	6.539864864864866	2.5832659660468846	2.53061843168957	23.405719482619237	10.171483427647537	5.082457558609542	ortholog	0.2540312657555131	0.3186936149221412	0.623952877616026	0.7904190747037081
4	Q9R109	GO:0005634,GO:0005737	GO:0005575,GO:0005622,GO:0005634,GO:0005737,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0110165	P54368	GO:0005829	GO:0005575,GO:0005622,GO:0005737,GO:0005829,GO:0110165	ENSMUSG00000028141	ENSG00000104904	4.82025246981339	3.0562568605927547	0.13090010976948402	0.1564215148188805	0.27167947310647644	416.42280701754373	613.907894736842	419.0767543859648	466.6377923976608	281.6469298245616	ortholog	0.41284484642925284	0.4468544220971109	0.7970344578821349	0.6813784036878555
5	Q9R1C6	GO:0098978	GO:0005575,GO:0030054,GO:0045202,GO:0098978,GO:0110165	A1L4Q0	GO:0005654,GO:0005829	GO:0005575,GO:0005622,GO:0005634,GO:0005654,GO:0005737,GO:0005829,GO:0031974,GO:0031981,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0070013,GO:0110165	ENSMUSG00000000276	ENSG00000153933	17.032556607164246	10.288666586797634	3.2228345513358096	1.0463939139810718	0.3060081466395113	3.915542106618594	7.4156579963945415	0.6276075199587947	0.5559168168941541	0.8113571980427505	ortholog	0.007314680810593208	0.29463525862295803	0.9577304101150508	0.7761022847108857
6	P80315	GO:0002199,GO:0005832,GO:0044297	GO:0002199,GO:0005575,GO:0005622,GO:0005737,GO:0005829,GO:0005832,GO:0032991,GO:0044297,GO:0101031,GO:0110165	P50991	GO:0005654,GO:0005813,GO:0005829,GO:0005832,GO:0005874	GO:0005575,GO:0005622,GO:0005634,GO:0005654,GO:0005737,GO:0005813,GO:0005815,GO:0005829,GO:0005832,GO:0005856,GO:0005874,GO:0015630,GO:0031974,GO:0031981,GO:0032991,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0070013,GO:0099080,GO:0099081,GO:0099512,GO:0099513,GO:0101031,GO:0110165	ENSMUSG00000007739	ENSG00000115484	55.29387080366233	29.4857578840285	43.24059003051881	45.664928789420145	38.42166836215665	26.653333333333336	43.046428571428606	18.4231150793651	27.39632936507937	26.89146825396825	ortholog	0.34502565132010415	0.49584083853231886	-0.8541095354438064	0.9110689400420093
7	Q9Z205	GO:0005634,GO:0005737	GO:0005575,GO:0005622,GO:0005634,GO:0005737,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0110165	F5H7D2	GO:0005654,GO:0005829	GO:0005575,GO:0005622,GO:0005634,GO:0005654,GO:0005737,GO:0005829,GO:0031974,GO:0031981,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0070013,GO:0110165	ENSMUSG00000036120	ENSG00000064490	10.430567685589509	10.046288209606985	12.570742358078634	7.544541484716159	5.550655021834056	8.969022869022853	11.668052668052685	13.672730422730401	23.15592515592515	11.96223146223145	ortholog	0.6232593151083461	0.36829606579391305	-0.1930323051223527	0.8049081599818121
8	A0A087WQM0	GO:0005925,GO:0030055	GO:0005575,GO:0005925,GO:0030054,GO:0030055,GO:0070161,GO:0110165	E9PF55	GO:0005925	GO:0005575,GO:0005925,GO:0030054,GO:0030055,GO:0070161,GO:0110165	ENSMUSG00000055322	ENSG00000079308	12.610736579275892	13.946441947565525	234.26435705368272	235.5209113607993	34.9041822721598	10.083725789600582	9.576709796672835	93.12705939082208	42.02423049103912	8.383830266013025	ortholog	0.9917643405029865	1.0	0.8459179457008221	0.8834759109471523
9	P51178	GO:0005737,GO:0005886	GO:0005575,GO:0005622,GO:0005737,GO:0005886,GO:0016020,GO:0071944,GO:0110165	G5DDB7	GO:0005737	GO:0005575,GO:0005622,GO:0005737,GO:0110165	ENSG00000187091	ENSMUSG00000010660	4.640714285714285	7.640683229813666	3.472282608695653	10.442158385093187	3.684006211180125	5.8654860587791875	3.551431801055009	9.12104370761113	2.0162961567445348	0.19536548605877924	ortholog	0.6736502506632446	0.1854170601522347	-0.34377810522081553	0.3132498302461826
