	xref_x	go_term_x	path_x	xref_y	go_term_y	path_y	p1	p2	Brain_x	Cerebellum_x	Heart_x	Kidney_x	Liver_x	Brain_y	Cerebellum_y	Heart_y	Kidney_y	Liver_y	type	sc_sim	yc_sim	p_corr	r_sim
0	Q9NUP9	GO:0002011,GO:0006836,GO:0007269	GO:0001505,GO:0002009,GO:0002011,GO:0006810,GO:0006836,GO:0007154,GO:0007267,GO:0007268,GO:0007269,GO:0008150,GO:0009653,GO:0009888,GO:0009987,GO:0023052,GO:0023061,GO:0032502,GO:0032940,GO:0046903,GO:0048729,GO:0048856,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0060429,GO:0065007,GO:0065008,GO:0098916,GO:0099536,GO:0099537,GO:0099643,GO:0140352	O88952	GO:0007269	GO:0001505,GO:0006810,GO:0006836,GO:0007154,GO:0007267,GO:0007268,GO:0007269,GO:0008150,GO:0009987,GO:0023052,GO:0023061,GO:0032940,GO:0046903,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0065007,GO:0065008,GO:0098916,GO:0099536,GO:0099537,GO:0099643,GO:0140352	ENSG00000148943	ENSMUSG00000027162	2.7368522483940056	11.05877944325481	1.0478586723768732	2.17708779443255	4.50289079229122	23.66615421002839	18.03181173131505	9.17821665089876	18.013245033112575	12.005499053926187	ortholog	0.7439922229159934	0.774996479206841	0.5615394630232472	0.7032555766308387
1	G5E829	GO:0001818,GO:0003056,GO:0006816,GO:0006874,GO:0008217,GO:0030501,GO:0051480,GO:0051481,GO:0051928	GO:0001817,GO:0001818,GO:0003008,GO:0003013,GO:0003018,GO:0003056,GO:0006810,GO:0006811,GO:0006812,GO:0006816,GO:0006873,GO:0006874,GO:0006875,GO:0006937,GO:0006940,GO:0008015,GO:0008150,GO:0008217,GO:0009892,GO:0009987,GO:0010468,GO:0010605,GO:0010629,GO:0010959,GO:0019222,GO:0019229,GO:0019725,GO:0030001,GO:0030003,GO:0030278,GO:0030500,GO:0030501,GO:0032501,GO:0032879,GO:0035150,GO:0035296,GO:0042592,GO:0043269,GO:0043270,GO:0044057,GO:0045778,GO:0048518,GO:0048519,GO:0048878,GO:0050789,GO:0050793,GO:0050801,GO:0051049,GO:0051050,GO:0051094,GO:0051179,GO:0051234,GO:0051239,GO:0051240,GO:0051241,GO:0051480,GO:0051481,GO:0051924,GO:0051928,GO:0055065,GO:0055074,GO:0055080,GO:0055082,GO:0060255,GO:0065007,GO:0065008,GO:0070167,GO:0070169,GO:0070838,GO:0072503,GO:0072507,GO:0072511,GO:0090066,GO:0090257,GO:0097746,GO:0098771,GO:0110149,GO:0110151,GO:1903522,GO:2000026	Q16720	GO:0034220,GO:0051480,GO:1903779,GO:1990034	GO:0006810,GO:0006811,GO:0006812,GO:0006816,GO:0006873,GO:0006874,GO:0006875,GO:0008016,GO:0008150,GO:0009987,GO:0019725,GO:0023051,GO:0030001,GO:0030003,GO:0034220,GO:0042592,GO:0044057,GO:0048878,GO:0050789,GO:0050801,GO:0051179,GO:0051234,GO:0051239,GO:0051480,GO:0055065,GO:0055074,GO:0055080,GO:0055082,GO:0055085,GO:0060401,GO:0065007,GO:0065008,GO:0070588,GO:0070838,GO:0070839,GO:0072503,GO:0072507,GO:0072511,GO:0098655,GO:0098660,GO:0098662,GO:0098771,GO:0140115,GO:0140352,GO:1901660,GO:1903522,GO:1903779,GO:1990034	ENSMUSG00000019943	ENSG00000067842	172.17290356394142	48.02458071278828	18.4567610062893	22.607966457023096	11.565251572327046	15.495692602215247	28.86052235744565	0.0025981129495419	0.100881990974976	0.0051962258990838	ortholog	0.634117537323789	0.3969000124101092	0.9588332709178043	-0.05276690992019861
2	P21399	GO:0006101,GO:0006879,GO:0010040	GO:0006082,GO:0006101,GO:0006873,GO:0006875,GO:0006879,GO:0008150,GO:0008152,GO:0009987,GO:0010035,GO:0010038,GO:0010039,GO:0010040,GO:0019725,GO:0019752,GO:0030003,GO:0042221,GO:0042592,GO:0043436,GO:0044237,GO:0044281,GO:0046916,GO:0048878,GO:0050801,GO:0050896,GO:0055065,GO:0055072,GO:0055076,GO:0055080,GO:0055082,GO:0065007,GO:0065008,GO:0071704,GO:0072350,GO:0098771	P28271	GO:0006417,GO:0006879,GO:0009791,GO:0010468,GO:0050892	GO:0003008,GO:0006417,GO:0006810,GO:0006873,GO:0006875,GO:0006879,GO:0007275,GO:0007586,GO:0008150,GO:0009791,GO:0009889,GO:0009987,GO:0010468,GO:0010556,GO:0010608,GO:0019222,GO:0019725,GO:0022600,GO:0030003,GO:0031323,GO:0031326,GO:0032268,GO:0032501,GO:0032502,GO:0034248,GO:0042592,GO:0046916,GO:0048856,GO:0048878,GO:0050789,GO:0050794,GO:0050801,GO:0050892,GO:0051171,GO:0051179,GO:0051234,GO:0051246,GO:0055065,GO:0055072,GO:0055076,GO:0055080,GO:0055082,GO:0060255,GO:0065007,GO:0065008,GO:0080090,GO:0098771,GO:2000112	ENSG00000122729	ENSMUSG00000028405	5.642773489486292	10.815278147458056	15.524287995741274	81.80948895395262	48.649720521692856	11.794065740127945	11.670251489080064	16.014339289653677	116.04500330906711	81.39532318552833	ortholog	0.29883198699585106	0.39332702115630835	0.989659489915449	0.9818468451053922
3	Q9UII2	GO:0001525,GO:0001937,GO:0006091,GO:0006783,GO:0030218,GO:0032780,GO:0051346,GO:0051882,GO:1903052,GO:1903214,GO:1903578,GO:1904925	GO:0001525,GO:0001568,GO:0001936,GO:0001937,GO:0001944,GO:0002262,GO:0002376,GO:0002520,GO:0006091,GO:0006725,GO:0006778,GO:0006779,GO:0006783,GO:0006807,GO:0006950,GO:0007275,GO:0008150,GO:0008152,GO:0008285,GO:0009058,GO:0009653,GO:0009893,GO:0009894,GO:0009896,GO:0009987,GO:0010506,GO:0010508,GO:0010604,GO:0010638,GO:0010821,GO:0010822,GO:0018130,GO:0019222,GO:0019438,GO:0030097,GO:0030099,GO:0030154,GO:0030162,GO:0030218,GO:0031323,GO:0031325,GO:0031329,GO:0031331,GO:0032268,GO:0032270,GO:0032386,GO:0032501,GO:0032502,GO:0032780,GO:0032879,GO:0032880,GO:0033013,GO:0033014,GO:0033043,GO:0033157,GO:0033554,GO:0034101,GO:0034641,GO:0035239,GO:0035295,GO:0042127,GO:0042168,GO:0042176,GO:0042391,GO:0042440,GO:0042592,GO:0043086,GO:0043462,GO:0044092,GO:0044237,GO:0044249,GO:0044271,GO:0045732,GO:0045862,GO:0046148,GO:0046483,GO:0048513,GO:0048514,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048534,GO:0048646,GO:0048731,GO:0048856,GO:0048869,GO:0048872,GO:0050678,GO:0050680,GO:0050789,GO:0050790,GO:0050794,GO:0050896,GO:0051049,GO:0051128,GO:0051130,GO:0051171,GO:0051173,GO:0051223,GO:0051246,GO:0051247,GO:0051336,GO:0051346,GO:0051716,GO:0051881,GO:0051882,GO:0051899,GO:0060255,GO:0060341,GO:0065007,GO:0065008,GO:0065009,GO:0070201,GO:0071704,GO:0072359,GO:0080090,GO:0090087,GO:0098780,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1903050,GO:1903052,GO:1903146,GO:1903214,GO:1903362,GO:1903364,GO:1903533,GO:1903578,GO:1903599,GO:1903747,GO:1903827,GO:1904923,GO:1904925	O35143	GO:0006783,GO:0030218,GO:0072593,GO:1901030	GO:0002262,GO:0002376,GO:0002520,GO:0006725,GO:0006778,GO:0006779,GO:0006783,GO:0006807,GO:0006810,GO:0006839,GO:0006996,GO:0007005,GO:0007006,GO:0007275,GO:0008150,GO:0008152,GO:0009058,GO:0009966,GO:0009967,GO:0009987,GO:0010638,GO:0010646,GO:0010647,GO:0010821,GO:0010822,GO:0010941,GO:0010942,GO:0016043,GO:0018130,GO:0019438,GO:0023051,GO:0023056,GO:0030097,GO:0030099,GO:0030154,GO:0030218,GO:0032501,GO:0032502,GO:0032879,GO:0033013,GO:0033014,GO:0033043,GO:0034101,GO:0034641,GO:0042168,GO:0042440,GO:0042592,GO:0042981,GO:0043065,GO:0043067,GO:0043068,GO:0044237,GO:0044249,GO:0044271,GO:0046148,GO:0046483,GO:0046902,GO:0048513,GO:0048518,GO:0048522,GO:0048534,GO:0048583,GO:0048584,GO:0048731,GO:0048856,GO:0048869,GO:0048872,GO:0050789,GO:0050794,GO:0051049,GO:0051050,GO:0051128,GO:0051130,GO:0051179,GO:0051234,GO:0061024,GO:0065007,GO:0065008,GO:0071704,GO:0071840,GO:0072593,GO:0090559,GO:1901028,GO:1901030,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:2001233,GO:2001235	ENSG00000130770	ENSMUSG00000054428	50.577184720041856	63.952904238618544	51.62140240711668	111.59445316588172	64.99869178440609	218.13126159554736	143.60064935064943	136.25046382189242	250.44990723562145	26.7792207792208	ortholog	0.502508694348236	0.4665468381752996	0.7206077388005798	0.9330458563213001
4	P23589	GO:0006094	GO:0005975,GO:0005996,GO:0006006,GO:0006094,GO:0008150,GO:0008152,GO:0009058,GO:0016051,GO:0019318,GO:0019319,GO:0044238,GO:0044281,GO:0044283,GO:0046364,GO:0071704,GO:1901576	P35218	GO:0015701	GO:0006810,GO:0006811,GO:0006820,GO:0008150,GO:0015701,GO:0015711,GO:0051179,GO:0051234,GO:0071702	ENSMUSG00000025317	ENSG00000174990	0.6098879103282628	0.3761008807045633	0.0	3.30164131305044	70.36769415532433	0.04451553930530162	0.1704753199268737	0.0	0.0020566727605118825	31.91270566727605	ortholog	0.0	0.2928932187863491	0.9989924980352911	0.5493766251005469
5	Q92539	GO:0006646,GO:0006656,GO:0019432	GO:0006629,GO:0006638,GO:0006639,GO:0006641,GO:0006644,GO:0006646,GO:0006650,GO:0006656,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008610,GO:0008654,GO:0009058,GO:0009987,GO:0019432,GO:0019637,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0045017,GO:0046337,GO:0046460,GO:0046463,GO:0046470,GO:0046474,GO:0046486,GO:0071704,GO:0090407,GO:1901564,GO:1901566,GO:1901576	Q99PI5	GO:0006629,GO:0045944	GO:0006355,GO:0006357,GO:0006629,GO:0008150,GO:0008152,GO:0009889,GO:0009891,GO:0009893,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0019219,GO:0019222,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0044238,GO:0045893,GO:0045935,GO:0045944,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0051171,GO:0051173,GO:0051252,GO:0051254,GO:0060255,GO:0065007,GO:0071704,GO:0080090,GO:1902680,GO:1903506,GO:1903508,GO:2000112,GO:2001141	ENSG00000101577	ENSMUSG00000024052	10.177791116446592	16.050945378151262	2.2016056422569026	10.3925195078031	23.131152460984406	23.43908467549037	12.238119917078626	2.72647903045766	15.089698612661447	62.909264870036665	ortholog	0.4771139189476532	0.3516486282190947	0.8527864456677132	0.9108767708288279
6	Q9Z2I0	GO:0006851,GO:0034214,GO:0051260,GO:0051560,GO:0099093	GO:0006810,GO:0006811,GO:0006812,GO:0006816,GO:0006839,GO:0006851,GO:0006873,GO:0006874,GO:0006875,GO:0007204,GO:0008150,GO:0009987,GO:0016043,GO:0019725,GO:0022607,GO:0030001,GO:0030003,GO:0032879,GO:0034214,GO:0034220,GO:0042592,GO:0043933,GO:0044085,GO:0048519,GO:0048523,GO:0048878,GO:0050789,GO:0050794,GO:0050801,GO:0051179,GO:0051209,GO:0051234,GO:0051259,GO:0051260,GO:0051282,GO:0051283,GO:0051480,GO:0051560,GO:0051641,GO:0051649,GO:0055065,GO:0055074,GO:0055080,GO:0055082,GO:0055085,GO:0060341,GO:0060401,GO:0060402,GO:0065003,GO:0065007,GO:0065008,GO:0070588,GO:0070838,GO:0070839,GO:0071840,GO:0072503,GO:0072507,GO:0072511,GO:0097553,GO:0098655,GO:0098660,GO:0098662,GO:0098771,GO:0099093,GO:1901660,GO:1990542	O95202	GO:0006851,GO:0042407,GO:0051560,GO:0051562,GO:0099093,GO:1900069	GO:0006810,GO:0006811,GO:0006812,GO:0006816,GO:0006839,GO:0006851,GO:0006873,GO:0006874,GO:0006875,GO:0006996,GO:0007005,GO:0007006,GO:0007007,GO:0007204,GO:0008150,GO:0009987,GO:0016043,GO:0019725,GO:0030001,GO:0030003,GO:0032879,GO:0034220,GO:0042407,GO:0042592,GO:0047484,GO:0048519,GO:0048523,GO:0048583,GO:0048878,GO:0050789,GO:0050794,GO:0050801,GO:0051179,GO:0051209,GO:0051234,GO:0051282,GO:0051283,GO:0051480,GO:0051560,GO:0051562,GO:0051641,GO:0051649,GO:0055065,GO:0055074,GO:0055080,GO:0055082,GO:0055085,GO:0060341,GO:0060401,GO:0060402,GO:0061024,GO:0065007,GO:0065008,GO:0070588,GO:0070838,GO:0070839,GO:0071840,GO:0072503,GO:0072507,GO:0072511,GO:0080134,GO:0080135,GO:0097553,GO:0098655,GO:0098660,GO:0098662,GO:0098771,GO:0099093,GO:0106049,GO:1900069,GO:1901000,GO:1901660,GO:1990542	ENSMUSG00000005299	ENSG00000168924	28.402077010622147	24.117033383915018	29.715193474962078	31.06548748103188	19.724013657056148	11.849450750640786	25.25439399487364	10.514692420358859	22.77334309776635	8.247528377883551	ortholog	0.6985701937601803	0.7022327899531535	0.33257309162046766	0.8917032207287707
7	A0A1W2P8G5	GO:0007527	GO:0007525,GO:0007527,GO:0008150,GO:0032502,GO:0048856,GO:0061061	Q13474	GO:0007417	GO:0007275,GO:0007399,GO:0007417,GO:0008150,GO:0032501,GO:0032502,GO:0048731,GO:0048856	ENSMUSG00000019820	ENSG00000102385	9.4326600670605	10.365419926552756	13.492455692160302	9.726369152163473	5.535825482995371	7.385124760076773	0.30675897998354795	0.031121469701124223	0.010419522895530577	0.00514121195503155	ortholog	0.21660153226999404	0.3301895421490302	0.19019882139951197	0.6212864241728456
8	P02765	GO:0002576,GO:0006953,GO:0043312,GO:0043687,GO:0044267,GO:0050727,GO:0050766	GO:0001775,GO:0002252,GO:0002263,GO:0002274,GO:0002275,GO:0002283,GO:0002366,GO:0002376,GO:0002443,GO:0002444,GO:0002446,GO:0002526,GO:0002576,GO:0006464,GO:0006807,GO:0006810,GO:0006887,GO:0006950,GO:0006952,GO:0006953,GO:0006954,GO:0006955,GO:0008150,GO:0008152,GO:0009987,GO:0016192,GO:0019538,GO:0031347,GO:0032101,GO:0032879,GO:0032940,GO:0036211,GO:0036230,GO:0042119,GO:0043170,GO:0043299,GO:0043312,GO:0043412,GO:0043687,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0045055,GO:0045321,GO:0046903,GO:0048518,GO:0048522,GO:0048583,GO:0050727,GO:0050764,GO:0050766,GO:0050789,GO:0050794,GO:0050896,GO:0051049,GO:0051050,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0060627,GO:0065007,GO:0071704,GO:0080134,GO:0140352,GO:1901564	P29699	GO:0001503,GO:0030502	GO:0001503,GO:0008150,GO:0030278,GO:0030279,GO:0030500,GO:0030502,GO:0032501,GO:0048519,GO:0050789,GO:0050793,GO:0051093,GO:0051239,GO:0051241,GO:0065007,GO:0070167,GO:0070168,GO:0110149,GO:0110150,GO:2000026	ENSG00000145192	ENSMUSG00000022868	0.05099183197199535	0.044340723453909	0.0882438739789965	0.066365227537923	3705.33984830805	0.20462270564242	1.7783820530251544	8.878823929299799	0.1284840244731475	7198.185927940174	ortholog	0.04075021109780418	0.2532546494932456	0.99999945088672	0.452521432360546
9	Q0VBU9	GO:0001835	GO:0001701,GO:0001824,GO:0001835,GO:0007275,GO:0008150,GO:0009790,GO:0009792,GO:0032501,GO:0032502,GO:0035188,GO:0043009,GO:0048856,GO:0071684	Q5VZY2	GO:0038096,GO:0046839,GO:0090279	GO:0002252,GO:0002253,GO:0002376,GO:0002429,GO:0002431,GO:0002433,GO:0002682,GO:0002684,GO:0002757,GO:0002764,GO:0002768,GO:0006629,GO:0006793,GO:0006796,GO:0006810,GO:0006909,GO:0007154,GO:0007165,GO:0007166,GO:0008150,GO:0008152,GO:0009987,GO:0010959,GO:0016192,GO:0016311,GO:0023052,GO:0030258,GO:0032879,GO:0038093,GO:0038094,GO:0038096,GO:0043269,GO:0044237,GO:0044238,GO:0044255,GO:0046839,GO:0048518,GO:0048583,GO:0048584,GO:0050776,GO:0050778,GO:0050789,GO:0050794,GO:0050896,GO:0051049,GO:0051179,GO:0051234,GO:0051716,GO:0051924,GO:0065007,GO:0071704,GO:0090279	ENSMUSG00000070366	ENSG00000203805	5.251397763578275	5.270766773162936	0.060702875399360985	0.18350638977635775	0.0	2.6430510665804787	16.82773109243699	0.02456367162249515	4.627181641887528	0.1464124111182935	ortholog	0.0	0.20764595717484846	0.9697009175699824	0.5753274525445318
